OpCode	ImagePtPair	FilenameLeft	FrameLeft	FilenameRight	FrameRight	Time	Period	PeriodTime	X	Y	Z	sX	sY	sZ	RMS	Range	Direction	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
GB-BV-170	59	20240327_BRUVS 2_L17_GX010010.MP4	52916	20240327_BRUVS 2_R18_GX010010.MP4	52467	29.42720	1	23.61862	1671.56578	302.32021	-4502.56934	19.33656	4.38144	52.37460	1.22974	4812.34458	20.68958	Carangidae		spp		1	AD	Passing			
GB-BV-170	60	20240327_BRUVS 2_L17_GX010010.MP4	52916	20240327_BRUVS 2_R18_GX010010.MP4	52467	29.42720	1	23.61862	1584.44105	274.05169	-4304.16431	17.52610	3.95246	47.85607	0.01314	4594.71307	20.50366	Carangidae		spp		1	AD	Passing			
GB-BV-170	62	20240327_BRUVS 2_L17_GX010010.MP4	62699	20240327_BRUVS 2_R18_GX010010.MP4	62250	34.86765	1	29.05906	-1329.47199	-389.30416	-4229.67950	14.22887	4.95365	45.29066	0.44689	4450.75749	18.10436	Veliferidae	Metavelifer	multiradiatus	37269001	1	AD	Passing			
GB-BV-146	0	20240327_BRUVS 3_L19_GX010006.MP4	5206	20240327_BRUVS 3_R20_GX010005.MP4	5154	2.89512		-1.00000	-37.04717	19.22886	-506.19035	0.34158	0.32003	0.72002	8.45253	507.90837	4.78042								SYNC		
GB-BV-146	1	20240327_BRUVS 3_L19_GX010006.MP4	7604	20240327_BRUVS 3_R20_GX010005.MP4	7552	4.22867	1	0.13347	-2706.61232	494.90940	-4302.83573	28.93563	5.84761	47.04270	4.07081	5107.35557	32.62285	Carangidae		spp		1	AD	Passing			
GB-BV-146	2	20240327_BRUVS 3_L19_GX010006.MP4	7604	20240327_BRUVS 3_R20_GX010005.MP4	7552	4.22867	1	0.13347	-2757.86507	468.82649	-4512.56172	31.10724	5.88894	51.96110	4.70145	5309.31552	31.81951	Carangidae		spp		1	AD	Passing			
GB-BV-146	3	20240327_BRUVS 3_L19_GX010006.MP4	7604	20240327_BRUVS 3_R20_GX010005.MP4	7552	4.22867	1	0.13347	-2729.05539	419.97949	-4320.44161	29.28959	5.15375	47.41757	1.97605	5127.41083	32.60422	Carangidae		spp		1	AD	Passing			
GB-BV-146	4	20240327_BRUVS 3_L19_GX010006.MP4	7604	20240327_BRUVS 3_R20_GX010005.MP4	7552	4.22867	1	0.13347	-2007.94267	514.63674	-4823.76169	24.85685	6.90432	60.32540	5.07118	5250.27252	23.28928	Carangidae		spp		1	AD	Passing			
GB-BV-146	5	20240327_BRUVS 3_L19_GX010006.MP4	7604	20240327_BRUVS 3_R20_GX010005.MP4	7552	4.22867	1	0.13347	-1589.31671	527.27081	-5508.10162	22.40891	7.96297	77.83109	7.24151	5757.00665	16.95446	Carangidae		spp		1	AD	Passing			
GB-BV-146	6	20240327_BRUVS 3_L19_GX010006.MP4	7604	20240327_BRUVS 3_R20_GX010005.MP4	7552	4.22867	1	0.13347	-1312.93841	476.15588	-5521.95621	18.57608	7.30568	77.85782	5.81997	5695.83462	14.24223	Carangidae		spp		1	AD	Passing			
GB-BV-146	7	20240327_BRUVS 3_L19_GX010006.MP4	7604	20240327_BRUVS 3_R20_GX010005.MP4	7552	4.22867	1	0.13347	-1305.48081	597.84824	-5969.47670	19.95495	9.55224	90.81779	5.46563	6139.73572	13.58390	Carangidae		spp		1	AD	Passing			
GB-BV-146	8	20240327_BRUVS 3_L19_GX010006.MP4	7604	20240327_BRUVS 3_R20_GX010005.MP4	7552	4.22867	1	0.13347	-1203.61253	540.56166	-5771.59325	17.82044	8.46388	84.83644	3.16992	5920.48804	12.93527	Carangidae		spp		1	AD	Passing			
GB-BV-146	9	20240327_BRUVS 3_L19_GX010006.MP4	7604	20240327_BRUVS 3_R20_GX010005.MP4	7552	4.22867	1	0.13347	-1080.29473	519.54507	-5735.05713	15.94256	8.12298	83.63713	2.37648	5858.99685	11.86763	Carangidae		spp		1	AD	Passing			
GB-BV-146	10	20240327_BRUVS 3_L19_GX010006.MP4	7604	20240327_BRUVS 3_R20_GX010005.MP4	7552	4.22867	1	0.13347	-1015.52170	586.17959	-5946.96405	15.57658	9.32612	89.81900	6.20653	6061.45793	11.22494	Carangidae		spp		1	AD	Passing			
GB-BV-146	11	20240327_BRUVS 3_L19_GX010006.MP4	7604	20240327_BRUVS 3_R20_GX010005.MP4	7552	4.22867	1	0.13347	-934.42775	505.22635	-5864.86120	14.18856	8.09650	87.27745	0.45791	5960.28572	10.33404	Carangidae		spp		1	AD	Passing			
GB-BV-146	12	20240327_BRUVS 3_L19_GX010006.MP4	7604	20240327_BRUVS 3_R20_GX010005.MP4	7552	4.22867	1	0.13347	-890.21623	532.57184	-6118.14689	14.13859	8.81385	94.88201	5.03094	6205.46848	9.69630	Carangidae		spp		1	AD	Passing			
GB-BV-146	13	20240327_BRUVS 3_L19_GX010006.MP4	7604	20240327_BRUVS 3_R20_GX010005.MP4	7552	4.22867	1	0.13347	-735.56579	551.27155	-6215.49579	12.04104	9.20897	97.79818	2.67349	6283.09997	8.49775	Carangidae		spp		1	AD	Passing			
GB-BV-146	14	20240327_BRUVS 3_L19_GX010006.MP4	7604	20240327_BRUVS 3_R20_GX010005.MP4	7552	4.22867	1	0.13347	-593.74781	518.48875	-6380.63800	10.22342	8.96008	102.94918	5.56858	6429.14523	7.13609	Carangidae		spp		1	AD	Passing			
GB-BV-146	15	20240327_BRUVS 3_L19_GX010006.MP4	7604	20240327_BRUVS 3_R20_GX010005.MP4	7552	4.22867	1	0.13347	-535.42070	530.87177	-5985.22185	8.78467	8.58960	90.62629	4.00993	6032.52690	7.27986	Carangidae		spp		1	AD	Passing			
GB-BV-146	16	20240327_BRUVS 3_L19_GX010006.MP4	7604	20240327_BRUVS 3_R20_GX010005.MP4	7552	4.22867	1	0.13347	-596.38243	592.54404	-6169.73171	9.92571	9.73009	96.31768	5.79663	6226.74633	7.85936	Carangidae		spp		1	AD	Passing			
GB-BV-146	141	20240327_BRUVS 3_L19_GX010006.MP4	99577	20240327_BRUVS 3_R20_GX010005.MP4	99525	55.37593	1	51.28073	-1012.18375	-7.64863	-1405.28022	3.48754	0.85583	4.99916	1.51215	1731.87383	35.76409	Dasyatidae	Bathytoshia	brevicaudata	37035001	1	AD	Passing			
GB-BV-215	0	20240328_BRUVS 3_L19_GX010012.MP4	5149	20240328_BRUVS 3_R20_GX010012.MP4	5299	2.86342		-1.00000	51.45089	-44.09458	-862.98077	0.55434	0.54109	1.99035	2.07690	865.63695	4.44744					1	AD	Passing	sync		
GB-BV-215	18	20240328_BRUVS 3_L19_GX010012.MP4	58491	20240328_BRUVS 3_R20_GX010012.MP4	58641	32.52750	1	28.95003	-545.13533	-127.94979	-1255.09477	1.87250	0.87767	4.16597	0.15957	1374.33859	24.02880	Urolophidae	Trygonoptera	ovalis	37038016	1	AD	Passing			
GB-BV-215	58	20240328_BRUVS 3_L19_GX010012.MP4	109549	20240328_BRUVS 3_R20_GX010012.MP4	109699	60.92142	1	57.34395	-501.77753	135.51397	-1151.97526	1.60292	0.81503	3.51466	1.54244	1263.80051	24.30129	Myliobatidae	Myliobatis	tenuicaudatus	37039001	1	AD	Passing			
GB-BV-237	0	20240403_BRUVS 1_L15_GX010020.MP4	4392	20240403_BRUVS 1_R16_GX010020.MP4	4235	2.44244		-1.00000	69.21001	-51.61535	-1279.41345	0.81878	0.79998	4.25930	7.96522	1282.32326	3.78480					1	AD	Passing	sync		
GB-BV-237	3	20240403_BRUVS 1_L15_GX010020.MP4	19393	20240403_BRUVS 1_R16_GX010020.MP4	19236	10.78466	1	7.70103	45.37328	-30.86735	-618.01234	0.40882	0.39014	1.05410	0.01939	620.44402	5.00286	Apogonidae	Ostorhinchus	rueppellii	37327040	1	AD	Passing			
GB-BV-237	4	20240403_BRUVS 1_L15_GX010020.MP4	21720	20240403_BRUVS 1_R16_GX010020.MP4	21563	12.07873	1	8.99510	-907.33085	20.00974	-1373.41887	3.16156	0.84545	4.87095	2.42359	1646.18621	33.45969	Labridae	Haletta	semifasciata	37385009	1	AD	Passing			
GB-BV-237	13	20240403_BRUVS 1_L15_GX010020.MP4	48079	20240403_BRUVS 1_R16_GX010020.MP4	47922	26.73727	1	23.65363	21.81354	-30.10633	-628.15522	0.41155	0.39579	1.08505	0.65003	629.25448	3.28348	Monacanthidae	Scobinichthys	granulatus	37465007	1	AD	Passing			
GB-BV-237	16	20240403_BRUVS 1_L15_GX010020.MP4	62939	20240403_BRUVS 1_R16_GX010020.MP4	62782	35.00108	1	31.91744	44.15425	-30.32711	-601.60207	0.39897	0.38022	1.00214	0.08035	603.98210	5.01617	Terapontidae	Pelsartia	humeralis	37321021	2	AD	Passing			
GB-BV-237	24	20240403_BRUVS 1_L15_GX010020.MP4	86438	20240403_BRUVS 1_R16_GX010020.MP4	86281	48.06913	1	44.98550	-9.05032	8.49532	-1453.71792	0.89382	0.88322	5.45721	0.96565	1453.77091	0.58522	Dasyatidae	Bathytoshia	brevicaudata	37035001	1	AD	Passing			
GB-BV-031	0	20240328_BRUVS 4_L21_GX010013.MP4	495	20240328_BRUVS 4_R22_GX010013.MP4	801	0.27527		-1.00000	525.47675	286.01107	-1200.33131	1.96420	1.28253	4.50922	10.26999	1341.16494	26.57759					1	AD	Passing	sync		
GB-BV-031	6	20240328_BRUVS 4_L21_GX010013.MP4	21247	20240328_BRUVS 4_R22_GX010013.MP4	21553	11.81569	1	1.99922	15.72964	-56.02092	-1319.79074	0.81370	0.83418	5.09628	4.29171	1321.07280	2.35471	Sparidae	Chrysophrys	auratus	37353001	2	AD	Passing			
GB-BV-031	11	20240328_BRUVS 4_L21_GX010013.MP4	40951	20240328_BRUVS 4_R22_GX010013.MP4	41257	22.77331	1	12.95683	26.66431	-59.78700	-1521.29921	0.93727	0.96456	6.73585	4.61489	1522.70705	2.30365	Arripidae	Arripis	georgianus	37344001	4	AD	Passing			
GB-BV-031	13	20240328_BRUVS 4_L21_GX010013.MP4	45718	20240328_BRUVS 4_R22_GX010013.MP4	46024	25.42429	1	15.60781	2599.22360	272.96898	-3686.36483	27.83056	3.63626	40.76131	16.04545	4518.82298	35.35430	Myliobatidae	Myliobatis	tenuicaudatus	37039001	1	AD	Passing			
GB-BV-163	0	20240328_BRUVS 5_L23_GX010011.MP4	241	20240328_BRUVS 5_R24_GX010011.MP4	3521	0.13402		-1.00000	-45.39902	-6.62192	-899.32648	0.57690	0.55520	2.08467	9.84851	900.49599	2.89466					1	AD	Passing	sync		
GB-BV-163	25	20240328_BRUVS 5_L23_GX010011.MP4	105762	20240328_BRUVS 5_R24_GX010011.MP4	109042	58.81542	1	48.47064	-53.24591	-30.91743	-1289.52687	0.81546	0.79637	4.19145	0.66654	1290.99596	2.61510	Urolophidae	Trygonoptera	ovalis	37038016	1	AD	Passing			
GB-BV-163	26	20240328_BRUVS 5_L23_GX010011.MP4	107635	20240328_BRUVS 5_R24_GX010011.MP4	110915	59.85702	1	49.51224	-678.51118	92.93341	-1523.12760	2.77294	1.00918	6.16982	1.81461	1670.00950	24.24595	Labridae	Notolabrus	parilus	37384022	1	AD	Passing			
GB-BV-167	0	20240403_BRUVS 7_L27_GX010021.MP4	7013	20240403_BRUVS 7_R28_GX010015.MP4	6876	3.90001		-1.00000	-19.39971	23.20990	-1039.50247	0.65352	0.64000	2.87176	16.48651	1039.94251	1.93918					1	AD	Passing	sync		
GB-BV-167	7	20240403_BRUVS 7_L27_GX010021.MP4	72544	20240403_BRUVS 7_R28_GX010015.MP4	72407	40.34252	1	29.24644	740.51536	644.40022	-3647.99029	7.10300	6.22212	34.26504	0.07671	3777.75698	15.28561	Loliginidae	Sepioteuthis	australis	23617005	1	AD	Passing			
GB-BV-167	8	20240403_BRUVS 7_L27_GX010021.MP4	72544	20240403_BRUVS 7_R28_GX010015.MP4	72407	40.34252	1	29.24644	747.15761	550.63874	-3513.67377	6.89416	5.22172	31.80540	4.54314	3634.19191	15.00034	Loliginidae	Sepioteuthis	australis	23617005	1	AD	Passing			
GB-BV-167	40	20240403_BRUVS 7_L27_GX010021.MP4	126786	20240403_BRUVS 7_R28_GX010015.MP4	126649	70.50710	1	59.41102	-2840.98233	1396.56594	-4660.78155	36.41004	17.98277	61.02418	2.56517	5634.22237	34.33580	Carangidae	Pseudocaranx	spp		1	AD	Passing			
GB-BV-167	41	20240403_BRUVS 7_L27_GX010021.MP4	126786	20240403_BRUVS 7_R28_GX010015.MP4	126649	70.50710	1	59.41102	-3126.66302	1315.12071	-4937.66134	42.54371	17.95965	68.60122	1.91408	5990.49778	34.62026	Carangidae	Pseudocaranx	spp		1	AD	Passing			
GB-BV-167	42	20240403_BRUVS 7_L27_GX010021.MP4	126786	20240403_BRUVS 7_R28_GX010015.MP4	126649	70.50710	1	59.41102	-2978.19667	1309.74746	-5469.45621	44.63350	19.61179	83.31271	0.42474	6363.96457	30.88393	Carangidae	Pseudocaranx	spp		1	AD	Passing			
GB-BV-214	0	20240328_BRUVS 2_L17_GX010015.MP4	248	20240328_BRUVS 2_R18_GX010015.MP4	168	0.13792		-1.00000	21.04114	42.69361	-796.14780	0.50929	0.49954	1.65446	0.87249	797.56930	3.43317								Sync		
GB-BV-214	2	20240328_BRUVS 2_L17_GX010015.MP4	12865	20240328_BRUVS 2_R18_GX010015.MP4	12785	7.15437	1	2.02480	90.42796	-17.50900	-1355.88102	0.88385	0.82806	4.64601	1.60070	1359.00593	3.88374	Apogonidae	Ostorhinchus	rueppellii	37327040	11	AD	Passing			
GB-BV-214	3	20240328_BRUVS 2_L17_GX010015.MP4	14790	20240328_BRUVS 2_R18_GX010015.MP4	14710	8.22488	1	3.09531	-17.66129	89.70045	-1889.85957	1.15598	1.21833	8.90764	1.61127	1892.06958	2.78252	Labridae	Notolabrus	parilus	37384022	1	AD	Passing			
GB-BV-214	45	20240328_BRUVS 2_L17_GX010015.MP4	59266	20240328_BRUVS 2_R18_GX010015.MP4	59186	32.95848	1	27.82891	-116.87520	-186.94195	-1179.85297	0.80076	0.90861	3.54504	0.50939	1200.27502	10.57315	Urolophidae	Trygonoptera	ovalis	37038016	1	AD	Passing			
GB-BV-214	46	20240328_BRUVS 2_L17_GX010015.MP4	63709	20240328_BRUVS 2_R18_GX010015.MP4	63629	35.42928	1	30.29971	120.24795	178.20809	-1146.52862	0.78294	0.87084	3.36760	1.01350	1166.51000	10.63105	Dasyatidae	Bathytoshia	brevicaudata	37035001	1	AD	Passing			
GB-BV-139	0	20240403_BRUVS 1_L15_GX010021.MP4	3428	20240403_BRUVS 1_R16_GX010021.MP4	3253	1.90635		-1.00000	84.22604	0.93963	-1174.74129	0.76614	0.71763	3.61010	0.99968	1177.75720	4.10467					1	AD	Passing	sync		
GB-BV-139	2	20240403_BRUVS 1_L15_GX010021.MP4	34412	20240403_BRUVS 1_R16_GX010021.MP4	34237	19.13690	1	16.07606	-490.16382	-1475.63862	-3482.09382	4.79581	13.42541	31.24821	0.10965	3813.49541	23.94048	Urolophidae	Trygonoptera	mucosa	37038015	1	AD	Passing			
GB-BV-139	14	20240403_BRUVS 1_L15_GX010021.MP4	57983	20240403_BRUVS 1_R16_GX010021.MP4	57808	32.24499	1	29.18416	18.13237	-256.78950	-638.44022	0.41847	0.59380	1.12291	0.17691	688.38619	21.83124	Chaetodontidae	Chelmonops	curiosus	37365066	1	AD	Passing			
GB-BV-139	15	20240403_BRUVS 1_L15_GX010021.MP4	61368	20240403_BRUVS 1_R16_GX010021.MP4	61193	34.12743	1	31.06659	1562.67489	-2324.74923	-5492.06386	22.44544	33.68600	78.98332	1.84533	6165.15833	26.91609	Cheilodactylidae	Cheilodactylus	gibbosus	37377010	1	AD	Passing			
GB-BV-139	16	20240403_BRUVS 1_L15_GX010021.MP4	77730	20240403_BRUVS 1_R16_GX010021.MP4	77555	43.22652	1	40.16568	728.83753	-1826.70748	-4203.28264	8.24727	20.14914	45.89927	1.81504	4640.65182	24.95526	Myliobatidae	Myliobatis	tenuicaudatus	37039001	1	AD	Passing			
GB-BV-139	21	20240403_BRUVS 1_L15_GX010021.MP4	105848	20240403_BRUVS 1_R16_GX010021.MP4	105673	58.86325	1	55.80241	-363.08032	-537.19625	-1332.25505	1.45495	2.04999	4.68832	2.07793	1481.65808	25.84458	Heterodontidae	Heterodontus	portusjacksoni	37007001	1	AD	Passing			
GB-BV-072	0	20240327_BRUVS 4_L21_GX010008.MP4	10796	20240327_BRUVS 4_R22_GX010008.MP4	10887	6.00378		-1.00000	-81.73206	12.99433	-612.74127	0.41735	0.38299	1.16783	2.79595	618.30482	7.77991								SYNC		
GB-BV-072	37	20240327_BRUVS 4_L21_GX010008.MP4	73138	20240327_BRUVS 4_R22_GX010008.MP4	73229	40.67285	1	32.74049	40.62933	-26.68277	-1501.33338	0.93424	0.92809	6.56912	0.02066	1502.12004	1.64345	Veliferidae	Metavelifer	multiradiatus	37269001	1	AD	Passing			
GB-BV-072	38	20240327_BRUVS 4_L21_GX010008.MP4	106566	20240327_BRUVS 4_R22_GX010008.MP4	106657	59.26254	1	51.33017	-1268.64815	-69.03531	-2616.49952	9.97466	1.76307	20.94723	0.10075	2908.66013	25.87874	Myliobatidae	Myliobatis	tenuicaudatus	37039001	1	AD	Passing			
GB-BV-072	45	20240327_BRUVS 4_L21_GX010008.MP4	113353	20240327_BRUVS 4_R22_GX010008.MP4	113444	63.03686	1	55.10449	874.69410	-48.09364	-2195.70480	5.77379	1.42176	14.68366	0.36475	2364.00557	21.72937	Dasyatidae	Bathytoshia	brevicaudata	37035001	1	AD	Passing			
GB-BV-016	0	20240327_BRUVS 5_L23_GX010006.MP4	5526	20240327_BRUVS 5_R24_GX010006.MP4	5407	3.07307		-1.00000	-76.92471	41.41325	-528.10476	0.36492	0.33951	0.77496	5.93401	535.28227	9.55323								SYNC		
GB-BV-016	2	20240327_BRUVS 5_L23_GX010006.MP4	9566	20240327_BRUVS 5_R24_GX010006.MP4	9447	5.31976	1	0.69013	1847.27773	376.03203	-2414.29425	13.10390	3.03455	17.28741	0.69284	3063.11146	38.05053	Labridae	Pseudolabrus	biserialis	37384149	1	AD	Passing			
GB-BV-016	6	20240327_BRUVS 5_L23_GX010006.MP4	24347	20240327_BRUVS 5_R24_GX010006.MP4	24228	13.53964	1	8.91001	6.12501	-182.20883	-743.74226	0.48026	0.58126	1.45033	0.74239	765.76114	13.44520	Muraenidae	Gymnothorax	woodwardi	37060054	1	AD	Passing			
GB-BV-016	8	20240327_BRUVS 5_L23_GX010006.MP4	42790	20240327_BRUVS 5_R24_GX010006.MP4	42671	23.79599	1	19.16637	-728.69719	-72.39901	-1120.93132	2.32291	0.76229	3.76473	0.77613	1338.92802	33.12487	Labridae	Siphonognathus	spp		1	AD	Passing			
GB-BV-016	9	20240327_BRUVS 5_L23_GX010006.MP4	48947	20240327_BRUVS 5_R24_GX010006.MP4	48828	27.21997	1	22.59035	-2994.34898	1212.75573	-4105.49252	35.60630	14.51389	49.74871	2.86086	5224.17181	38.32349	Myliobatidae	Myliobatis	tenuicaudatus	37039001	1	AD	Passing			
GB-BV-016	11	20240327_BRUVS 5_L23_GX010006.MP4	53366	20240327_BRUVS 5_R24_GX010006.MP4	53247	29.67743	1	25.04780	346.72468	-223.57052	-925.10712	0.95341	0.79670	2.28040	1.29810	1012.92890	23.85832	Labridae	Austrolabrus	maculatus	37384025	1	AD	Passing			
GB-BV-016	23	20240327_BRUVS 5_L23_GX010006.MP4	82460	20240327_BRUVS 5_R24_GX010006.MP4	82341	45.85692	1	41.22730	15.30597	-31.30650	-1517.46954	0.93579	0.93672	5.76059	0.39837	1517.86962	1.03082	Sparidae	Chrysophrys	auratus	37353001	1	AD	Passing			
GB-BV-016	32	20240327_BRUVS 5_L23_GX010006.MP4	102144	20240327_BRUVS 5_R24_GX010006.MP4	102025	56.80341	1	52.17379	-492.05746	-16.40056	-2195.93303	2.96075	1.35195	12.19214	0.93618	2250.44693	12.63007	Labridae		spp		1	AD	Passing			
GB-BV-016	35	20240327_BRUVS 5_L23_GX010006.MP4	102701	20240327_BRUVS 5_R24_GX010006.MP4	102582	57.11317	1	52.48354	-354.70423	697.64389	-1522.66671	1.64130	2.87114	6.08815	0.53715	1712.02687	27.49570	Labridae	Coris	auricularis	37384088	1	AD	Passing			
GB-BV-056	0	20240327_BRUVS 6_L95_GX010006.MP4	1779	20240327_BRUVS 6_R96_GX010006.MP4	1876	0.98932		-1.00000	-80.27766	40.55139	-819.44630	0.54303	0.51811	1.76837	7.20187	824.36713	6.13491								SYNC		
GB-BV-056	2	20240327_BRUVS 6_L95_GX010006.MP4	19663	20240327_BRUVS 6_R96_GX010006.MP4	19760	10.93481	1	8.71370	1514.77705	451.95964	-3244.83943	12.22276	4.29435	26.52921	10.88443	3609.40437	25.88994	Myliobatidae	Myliobatis	tenuicaudatus	37039001	1	AD	Passing			
GB-BV-056	7	20240327_BRUVS 6_L95_GX010006.MP4	96335	20240327_BRUVS 6_R96_GX010006.MP4	96432	53.57296	1	51.35186	2041.92206	3003.92919	-6710.66512	33.91196	50.81055	111.94364	19.34208	7630.60041	28.17915	Scombridae		spp		1	AD	Passing			
GB-BV-056	10	20240327_BRUVS 6_L95_GX010006.MP4	101978	20240327_BRUVS 6_R96_GX010006.MP4	102075	56.71110	1	54.48999	-197.82821	-140.69257	-914.22688	0.71283	0.65449	2.22403	9.64027	945.90760	15.04516	Dasyatidae	Bathytoshia	brevicaudata	37035001	1	AD	Passing			
GB-BV-099	0	20240327_BRUVS 7_L27_GX010012.MP4	29761	20240327_BRUVS 7_R28_GX010006.MP4	29628	16.55042		-1.00000	-17.84392	87.41931	-654.76066	0.42998	0.43572	1.19363	0.97685	660.81167	8.09213								SYNC		
GB-BV-099	66	20240327_BRUVS 7_L27_GX010012.MP4	93541	20240327_BRUVS 7_R28_GX010006.MP4	93408	52.01919	1	32.37123	-2563.27211	142.63934	-5186.57061	36.20706	3.60658	74.26133	2.60700	5787.16032	26.35525	Myliobatidae	Myliobatis	tenuicaudatus	37039001	1	AD	Passing			
GB-BV-099	87	20240327_BRUVS 7_L27_GX010012.MP4	137433	20240327_BRUVS 7_R28_GX010006.MP4	137300	76.42802	1	56.78006	-1818.36688	3330.17716	-7192.85824	34.61848	62.73369	137.72227	3.55622	8132.26584	28.10990	Unknown	Unknown	Unknown	0	111	AD	Passing			
GB-BV-130	0	20240327_BRUVS 8_L29_GX010006.MP4	9957	20240327_BRUVS 8_R30_GX010005.MP4	9884	5.53720		-1.00000	-58.13661	47.28271	-592.75557	0.39763	0.37779	0.94698	3.32158	597.47359	7.55537								SYNC		
GB-BV-130	1	20240327_BRUVS 8_L29_GX010006.MP4	25791	20240327_BRUVS 8_R30_GX010005.MP4	25718	14.34266	1	7.25224	-195.78888	-439.08542	-3504.43855	2.69836	4.58418	30.19576	1.83536	3537.26149	7.32429	Unknown	Unknown	Unknown	0	1	AD	Passing			
GB-BV-130	3	20240327_BRUVS 8_L29_GX010006.MP4	25877	20240327_BRUVS 8_R30_GX010005.MP4	25804	14.39049	1	7.30007	2.24251	-109.84114	-1432.60385	0.88306	0.97674	5.13274	2.08067	1436.81032	3.84856	Labridae	Coris	auricularis	37384088	1	AD	Passing			
GB-BV-130	45	20240327_BRUVS 8_L29_GX010006.MP4	72485	20240327_BRUVS 8_R30_GX010005.MP4	72412	40.30971	1	33.21930	123.99630	-346.28108	-1128.14083	0.77649	1.22706	3.24434	0.64839	1186.58645	17.55315	Dasyatidae	Bathytoshia	brevicaudata	37035001	1	AD	Passing			
GB-BV-154	0	20240327_BRUVS 10_L33_GX010009.MP4	11577	20240327_BRUVS 10_R34_GX010011.MP4	11469	6.43810		-1.00000	-1839.83565	-631.84890	-2737.60994	12.73504	4.76531	19.25387	2.12873	3358.38301	35.36551								SYNC		
GB-BV-154	2	20240327_BRUVS 10_L33_GX010009.MP4	31756	20240327_BRUVS 10_R34_GX010011.MP4	31648	17.65986	1	9.38938	12.59425	306.36420	-853.21974	0.54759	0.84963	1.90078	0.90251	906.64302	19.86450	Loliginidae	Sepioteuthis	australis	23617005	1	AD	Passing			
GB-BV-154	3	20240327_BRUVS 10_L33_GX010009.MP4	35726	20240327_BRUVS 10_R34_GX010011.MP4	35618	19.86763	1	11.59714	2053.69579	1117.81941	-3865.80359	20.06006	11.18574	38.24190	0.07092	4517.92254	31.21408	Aracanidae	Anoplocapros	amygdaloides	37466015	1	AD	Passing			
GB-BV-154	4	20240327_BRUVS 10_L33_GX010009.MP4	35726	20240327_BRUVS 10_R34_GX010011.MP4	35618	19.86763	1	11.59714	2058.34203	1061.95462	-3830.85304	19.92698	10.55742	37.56752	0.39946	4476.60078	31.20211	Carangidae		spp		1	AD	Passing			
GB-BV-154	11	20240327_BRUVS 10_L33_GX010009.MP4	117806	20240327_BRUVS 10_R34_GX010011.MP4	117698	65.51323	1	57.24274	464.74160	194.86520	-5974.86416	7.65345	4.51466	87.77937	4.19936	5996.07863	4.85969	Urolophidae	Trygonoptera	mucosa	37038015	1	AD	Passing			
GB-BV-154	12	20240327_BRUVS 10_L33_GX010009.MP4	121996	20240327_BRUVS 10_R34_GX010011.MP4	121888	67.84333	1	59.57285	622.48520	-108.48249	-1813.91789	2.99210	1.22584	8.44159	1.75021	1920.82128	19.18895	Myliobatidae	Myliobatis	tenuicaudatus	37039001	1	AD	Passing			
GB-BV-012	0	20240327_BRUVS 1_L15_GX010009.MP4	2665	20240327_BRUVS 1_R16_GX010012.MP4	2454	1.48204		-1.00000	-29.74424	25.79187	-615.79229	0.40501	0.38660	1.04210	6.24825	617.04950	3.82959								SYNC		
GB-BV-012	22	20240327_BRUVS 1_L15_GX010009.MP4	66122	20240327_BRUVS 1_R16_GX010012.MP4	65911	36.77118	1	32.50358	2401.13919	814.54335	-4717.73999	30.23302	10.48384	60.25955	5.85064	5355.93325	28.33837	Monacanthidae		spp		1	AD	Passing			
GB-BV-012	23	20240327_BRUVS 1_L15_GX010009.MP4	66122	20240327_BRUVS 1_R16_GX010012.MP4	65911	36.77118	1	32.50358	3229.33040	1065.46955	-6740.11367	57.89617	19.13065	122.08095	3.01327	7549.36636	26.85283	Monacanthidae		spp		1	AD	Passing			
GB-BV-012	44	20240327_BRUVS 1_L15_GX010009.MP4	76450	20240327_BRUVS 1_R16_GX010012.MP4	76239	42.51469	1	38.24710	-576.47289	638.95846	-1923.62198	3.02936	3.37478	9.74198	1.32419	2107.34677	24.29187	Myliobatidae	Myliobatis	tenuicaudatus	37039001	1	AD	Passing			
GB-BV-012	53	20240327_BRUVS 1_L15_GX010009.MP4	114250	20240327_BRUVS 1_R16_GX010012.MP4	114039	63.53569	1	59.26810	4991.62374	1308.33875	-7560.55876	99.70403	26.07990	153.25660	0.17652	9153.69360	34.37963	Labridae		spp		1	AD	Passing			
GB-BV-048	0	20240327_BRUVS 2_L17_GX010011.MP4	9112	20240327_BRUVS 2_R18_GX010011.MP4	9016	5.06728		-1.00000	-61.92785	0.46192	-607.79209	0.40611	0.38018	0.99058	5.85678	610.93903	5.81976								SYNC		
GB-BV-048	1	20240327_BRUVS 2_L17_GX010011.MP4	12830	20240327_BRUVS 2_R18_GX010011.MP4	12734	7.13491	1	0.55945	37.48199	-59.08851	-1350.76725	0.84210	0.84854	4.60976	1.00462	1352.57847	2.87433	Pomacentridae	Chromis	klunzingeri	37372044	11	AD	Passing			
GB-BV-048	7	20240327_BRUVS 2_L17_GX010011.MP4	38213	20240327_BRUVS 2_R18_GX010011.MP4	38117	21.25067	1	14.67522	36.90621	-60.64201	-1354.88382	0.84431	0.85237	4.63725	1.01480	1356.74231	2.90707	Labridae	Austrolabrus	maculatus	37384025	4	AD	Passing			
