OpCode	ImagePtPair	FilenameLeft	FrameLeft	FilenameRight	FrameRight	Time	Period	PeriodTime	Length	Precision	RMS	Range	Direction	HorzDir	VertDir	MidX	MidY	MidZ	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
CL4-4	3	CL4-4_L7_GX010013_1.MP4	35641	CL4-4_R7_GX010016_1.MP4	34313	9.91016	60	7.52973	187.01821	3.92229	9.92229	2124.90617	22.00108	12.52954	41.67538	628.67561	-488.31183	-1970.16364	Labridae	Pictilabrus	laticlavius	37384020	1	AD	Passing			
CL4-4	4	CL4-4_L7_GX010013_1.MP4	49889	CL4-4_R7_GX010016_1.MP4	48561	13.87189	60	11.49146	145.12855	3.40693	1.92725	2011.70209	22.80317	8.69786	39.36724	-692.58402	358.06457	-1854.47093	Labridae	Coris	auricularis	37384088	1	AD	Passing			
CL4-4	5	CL4-4_L7_GX010013_1.MP4	50500	CL4-4_R7_GX010016_1.MP4	49172	14.04178	60	11.66135	76.32263	5.65895	1.69867	2468.12310	32.16971	14.14680	14.68158	-1228.28631	467.08831	-2089.20388	Microcanthidae	Neatypus	obliquus	37361002	1	AD	Passing			
CL4-4	6	CL4-4_L7_GX010013_1.MP4	56330	CL4-4_R7_GX010016_1.MP4	55002	15.66284	60	13.28241	183.15043	12.55122	6.12377	2999.56819	11.10796	29.67486	32.25436	575.93903	47.46706	-2943.37399	Labridae	Pseudolabrus	biserialis	37384149	1	AD	Passing			
CL4-4	8	CL4-4_L7_GX010013_1.MP4	79116	CL4-4_R7_GX010016_1.MP4	77788	21.99860	60	19.61817	64.04224	2.50684	7.72924	1145.07368	26.08893	65.75166	22.43765	438.51743	247.54633	-1028.40508	Carangidae	Pseudocaranx	spp		1	AD	Passing			
CL4-4	9	CL4-4_L7_GX010013_1.MP4	79116	CL4-4_R7_GX010016_1.MP4	77788	21.99860	60	19.61817	54.89446	2.66132	5.58303	1177.78834	22.76411	54.61907	26.05479	384.60102	244.48497	-1086.04536	Carangidae	Pseudocaranx	spp		1	AD	Passing			
CL4-4	10	CL4-4_L7_GX010013_1.MP4	79116	CL4-4_R7_GX010016_1.MP4	77788	21.99860	60	19.61817	68.73733	3.01436	1.57606	1217.37383	20.09587	46.94779	14.75343	278.92461	311.70375	-1143.25888	Carangidae	Pseudocaranx	spp		1	AD	Passing			
CL4-4	11	CL4-4_L7_GX010013_1.MP4	79141	CL4-4_R7_GX010016_1.MP4	77813	22.00555	60	19.62512	62.74539	2.27476	0.78045	1390.65798	21.88551	22.79322	13.58906	24.51289	517.79228	-1290.43399	Carangidae	Pseudocaranx	spp		1	AD	Passing			
CL4-4	12	CL4-4_L7_GX010013_1.MP4	79141	CL4-4_R7_GX010016_1.MP4	77813	22.00555	60	19.62512	74.09931	1.56218	2.55425	1328.15498	17.80215	12.34784	16.82694	79.25311	398.24896	-1264.56014	Carangidae	Pseudocaranx	spp		1	AD	Passing			
CL4-4	13	CL4-4_L7_GX010013_1.MP4	79141	CL4-4_R7_GX010016_1.MP4	77813	22.00555	60	19.62512	78.42348	2.43556	1.85022	1437.51458	21.49164	21.78696	14.37062	219.62230	478.67774	-1337.56564	Carangidae	Pseudocaranx	spp		1	AD	Passing			
CL4-4	14	CL4-4_L7_GX010013_1.MP4	79141	CL4-4_R7_GX010016_1.MP4	77813	22.00555	60	19.62512	83.76358	3.27249	1.28719	1383.99528	20.29271	35.64986	9.07758	70.40484	474.80070	-1298.09491	Carangidae	Pseudocaranx	spp		1	AD	Passing			
CL4-4	15	CL4-4_L7_GX010013_1.MP4	79141	CL4-4_R7_GX010016_1.MP4	77813	22.00555	60	19.62512	79.48430	1.99915	11.58828	1428.35863	22.36008	17.75825	4.29353	98.10608	534.45523	-1320.96221	Carangidae	Pseudocaranx	spp		1	AD	Passing			
CL4-4	16	CL4-4_L7_GX010013_1.MP4	79141	CL4-4_R7_GX010016_1.MP4	77813	22.00555	60	19.62512	67.92889	2.04795	3.11825	1146.68713	22.05763	33.20832	21.04617	271.67553	334.11227	-1062.75716	Carangidae	Pseudocaranx	spp		1	AD	Passing			
CL4-4	17	CL4-4_L7_GX010013_1.MP4	79141	CL4-4_R7_GX010016_1.MP4	77813	22.00555	60	19.62512	74.75313	1.52098	6.06089	1305.03654	19.20925	7.85750	26.25663	243.93004	353.36513	-1232.37640	Carangidae	Pseudocaranx	spp		1	AD	Passing			
CL4-4	18	CL4-4_L7_GX010013_1.MP4	79141	CL4-4_R7_GX010016_1.MP4	77813	22.00555	60	19.62512	71.80913	1.78738	1.85755	1184.41449	24.48273	24.30947	9.07463	266.55750	412.15872	-1077.91928	Carangidae	Pseudocaranx	spp		1	AD	Passing			
CL4-4	19	CL4-4_L7_GX010013_1.MP4	79153	CL4-4_R7_GX010016_1.MP4	77825	22.00889	60	19.62846	87.05955	3.57305	2.61144	1348.06454	18.13461	43.63053	19.75181	260.25892	329.11624	-1281.10335	Carangidae	Pseudocaranx	spp		1	AD	Passing			
CL4-4	20	CL4-4_L7_GX010013_1.MP4	79153	CL4-4_R7_GX010016_1.MP4	77825	22.00889	60	19.62846	64.06249	3.02089	3.18550	1447.68223	19.09408	29.06812	21.77047	-14.10183	473.35622	-1368.03467	Carangidae	Pseudocaranx	spp		1	AD	Passing			
CL4-4	21	CL4-4_L7_GX010013_1.MP4	79153	CL4-4_R7_GX010016_1.MP4	77825	22.00889	60	19.62846	64.33012	3.05854	7.76867	1315.43932	16.00997	38.78644	30.83515	114.69593	344.19716	-1264.41835	Carangidae	Pseudocaranx	spp		1	AD	Passing			
CL4-4	22	CL4-4_L7_GX010013_1.MP4	79153	CL4-4_R7_GX010016_1.MP4	77825	22.00889	60	19.62846	75.50838	2.43675	5.46325	1188.27891	21.02718	41.49795	31.56293	189.62524	381.87863	-1109.15182	Carangidae	Pseudocaranx	spp		1	AD	Passing			
CL4-4	23	CL4-4_L7_GX010013_1.MP4	79153	CL4-4_R7_GX010016_1.MP4	77825	22.00889	60	19.62846	82.89759	2.37633	3.08935	1248.59198	24.57191	34.01925	12.43136	282.91874	435.35510	-1135.51964	Carangidae	Pseudocaranx	spp		1	AD	Passing			
CL4-4	24	CL4-4_L7_GX010013_1.MP4	79153	CL4-4_R7_GX010016_1.MP4	77825	22.00889	60	19.62846	74.08781	1.84111	3.70734	1224.76822	22.83701	23.34803	19.86256	168.48016	444.48646	-1128.76190	Carangidae	Pseudocaranx	spp		1	AD	Passing			
CL4-4	25	CL4-4_L7_GX010013_1.MP4	79153	CL4-4_R7_GX010016_1.MP4	77825	22.00889	60	19.62846	69.59224	3.00890	3.62554	1348.94026	16.78526	35.92595	31.00417	160.67413	354.87535	-1291.46704	Carangidae	Pseudocaranx	spp		1	AD	Passing			
CL4-4	26	CL4-4_L7_GX010013_1.MP4	79153	CL4-4_R7_GX010016_1.MP4	77825	22.00889	60	19.62846	77.51856	2.66617	2.89004	1279.23058	21.57329	34.24811	7.61439	37.02413	468.90228	-1189.61790	Carangidae	Pseudocaranx	spp		1	AD	Passing			
CL4-4	27	CL4-4_L7_GX010013_1.MP4	79155	CL4-4_R7_GX010016_1.MP4	77827	22.00944	60	19.62901	57.80411	2.17255	8.52703	1303.12805	18.03664	25.74969	36.64672	278.95505	291.51520	-1239.09067	Carangidae	Pseudocaranx	spp		1	AD	Passing			
CL4-4	28	CL4-4_L7_GX010013_1.MP4	79155	CL4-4_R7_GX010016_1.MP4	77827	22.00944	60	19.62901	55.17721	2.39398	7.64521	1354.51166	16.18633	25.93711	35.28491	215.36767	310.14223	-1300.81912	Carangidae	Pseudocaranx	spp		1	AD	Passing			
CL4-4	29	CL4-4_L7_GX010013_1.MP4	79164	CL4-4_R7_GX010016_1.MP4	77836	22.01195	60	19.63152	84.92746	2.90142	2.07587	1301.08323	22.63966	38.93955	16.96926	201.99995	458.28842	-1200.82693	Carangidae	Pseudocaranx	spp		1	AD	Passing			
CL4-4	30	CL4-4_L7_GX010013_1.MP4	79164	CL4-4_R7_GX010016_1.MP4	77836	22.01195	60	19.63152	66.64511	2.35853	3.85829	1242.22035	20.85294	33.15346	28.84576	120.41576	425.48272	-1160.85136	Carangidae	Pseudocaranx	spp		1	AD	Passing			
CL4-4	31	CL4-4_L7_GX010013_1.MP4	79164	CL4-4_R7_GX010016_1.MP4	77836	22.01195	60	19.63152	47.85724	1.98422	3.34534	1315.31612	17.83437	19.74282	21.51442	99.22563	390.42547	-1252.10971	Carangidae	Pseudocaranx	spp		1	AD	Passing			
CL4-4	32	CL4-4_L7_GX010013_1.MP4	79212	CL4-4_R7_GX010016_1.MP4	77884	22.02529	60	19.64486	63.77319	2.43305	9.80555	1457.02933	19.97364	20.98252	22.79776	-140.32651	477.51139	-1369.38884	Carangidae	Pseudocaranx	spp		1	AD	Passing			
CL4-4	33	CL4-4_L7_GX010013_1.MP4	79212	CL4-4_R7_GX010016_1.MP4	77884	22.02529	60	19.64486	69.62014	3.31740	2.38127	1633.54258	23.71445	25.03237	11.08916	-345.81397	558.59662	-1495.60820	Carangidae	Pseudocaranx	spp		1	AD	Passing			
CL4-4	34	CL4-4_L7_GX010013_1.MP4	79212	CL4-4_R7_GX010016_1.MP4	77884	22.02529	60	19.64486	78.79521	3.20168	2.17710	1818.97378	21.73667	16.74008	28.77439	-222.31527	635.89950	-1689.63706	Carangidae	Pseudocaranx	spp		1	AD	Passing			
CL4-4	35	CL4-4_L7_GX010013_1.MP4	79212	CL4-4_R7_GX010016_1.MP4	77884	22.02529	60	19.64486	80.47211	4.29189	1.92976	1743.16383	25.41807	33.71093	19.52972	-439.45204	605.54643	-1574.42547	Carangidae	Pseudocaranx	spp		1	AD	Passing			
CL4-4	36	CL4-4_L7_GX010013_1.MP4	115622	CL4-4_R7_GX010016_1.MP4	114294	32.14928	60	29.76885	539.79192	1.25148	6.32554	1030.73055	13.88307	9.20995	1.25830	-242.16014	-50.23014	-1000.62024	Heterodontidae	Heterodontus	portusjacksoni	37007001	1	AD	Passing			
CL4-4	37	CL4-4_L7_GX010013_1.MP4	116005	CL4-4_R7_GX010016_1.MP4	114677	32.25577	60	29.87534	513.38018	1.74081	5.81372	1431.79779	17.89494	0.36355	37.22954	-409.29069	161.36609	-1362.52965	Cheilodactylidae	Nemadactylus	valenciennesi	37377004	1	AD	Passing			
CL4-4	38	CL4-4_L7_GX010013_1.MP4	127295	CL4-4_R7_GX010016_1.MP4	125967	35.39501	60	33.01458	201.19539	1.30278	9.49996	1320.58177	16.07942	0.44471	26.34815	-113.36509	347.74911	-1268.91888	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing			
CL4-4	39	CL4-4_L7_GX010013_1.MP4	127295	CL4-4_R7_GX010016_1.MP4	125967	35.39501	60	33.01458	186.19855	3.10697	9.97418	1409.93166	11.42803	27.49263	12.10039	-95.36545	262.57788	-1381.97887	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing			
CL4-4	40	CL4-4_L7_GX010013_1.MP4	127295	CL4-4_R7_GX010016_1.MP4	125967	35.39501	60	33.01458	138.64056	4.17107	2.60217	1639.85634	19.73689	31.76294	16.11324	-553.48529	-18.12030	-1543.52017	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing			
CL4-4	41	CL4-4_L7_GX010013_1.MP4	127330	CL4-4_R7_GX010016_1.MP4	126002	35.40474	60	33.02431	255.88296	2.16410	8.27896	1650.05447	20.55811	8.51411	22.76552	241.04397	526.91111	-1544.97322	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing			
CL4-4	42	CL4-4_L7_GX010013_1.MP4	127344	CL4-4_R7_GX010016_1.MP4	126016	35.40864	60	33.02821	149.10137	8.52507	1.74121	2276.14423	22.27785	37.35274	1.70031	862.87810	2.86064	-2106.24447	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing			
CL4-4	43	CL4-4_L7_GX010013_1.MP4	127400	CL4-4_R7_GX010016_1.MP4	126072	35.42421	60	33.04378	271.27375	4.45845	2.88920	2872.24212	12.82093	8.03064	7.13945	19.69269	637.05962	-2800.63244	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing			
CL4-4	44	CL4-4_L7_GX010013_1.MP4	127458	CL4-4_R7_GX010016_1.MP4	126130	35.44033	60	33.05991	154.48399	6.80965	7.13062	2425.87338	9.81437	18.26693	2.04742	-409.05930	-60.48174	-2390.37113	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing			
CL4-4	45	CL4-4_L7_GX010013_1.MP4	127458	CL4-4_R7_GX010016_1.MP4	126130	35.44033	60	33.05991	129.02005	1.91373	3.41079	2036.11032	2.25925	3.39733	14.98216	-14.15666	79.00739	-2034.52762	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing			
CL4-4	46	CL4-4_L7_GX010013_1.MP4	127490	CL4-4_R7_GX010016_1.MP4	126162	35.44923	60	33.06880	223.05218	4.99982	18.45671	2553.58982	10.83454	27.37260	68.81408	-294.34324	379.16852	-2508.06983	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing			
CL4-4	47	CL4-4_L7_GX010013_1.MP4	127599	CL4-4_R7_GX010016_1.MP4	126271	35.47954	60	33.09911	215.45465	4.25284	14.85419	2005.37475	14.90052	17.45244	14.06924	288.37683	427.49202	-1937.94151	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing			
CL4-4	48	CL4-4_L7_GX010013_1.MP4	127706	CL4-4_R7_GX010016_1.MP4	126378	35.50929	60	33.12886	159.78755	1.67238	10.26556	1058.22836	13.56162	27.21965	29.39126	-224.73861	105.20675	-1028.72317	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing			
CL4-4	49	CL4-4_L7_GX010013_1.MP4	127941	CL4-4_R7_GX010016_1.MP4	126613	35.57463	60	33.19421	123.29671	3.91398	8.36361	1947.34141	6.14185	24.14267	47.21290	206.70954	-26.06677	-1936.16380	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing			
CL4-4	50	CL4-4_L7_GX010013_1.MP4	128219	CL4-4_R7_GX010016_1.MP4	126891	35.65193	60	33.27151	270.56071	17.98843	10.64444	3233.06514	18.45561	36.38857	8.59164	994.62871	241.34420	-3066.78609	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing			
CL4-4	51	CL4-4_L7_GX010013_1.MP4	128578	CL4-4_R7_GX010016_1.MP4	127250	35.75176	60	33.37133	126.56077	1.68918	8.59430	1035.74413	9.81091	28.12250	26.52120	73.89567	160.27285	-1020.59685	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing			
CL4-4	52	CL4-4_L7_GX010013_1.MP4	128578	CL4-4_R7_GX010016_1.MP4	127250	35.75176	60	33.37133	186.48094	2.32999	7.04925	1420.42908	15.10204	13.76638	0.70812	-369.91521	-10.94063	-1371.37224	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing			
CL4-4	53	CL4-4_L7_GX010013_1.MP4	154501	CL4-4_R7_GX010016_1.MP4	153173	42.95978	60	40.57935	751.08213	2.34782	5.89457	1697.43780	7.85192	1.00446	13.25513	-117.82376	-199.72915	-1681.52339	Heterodontidae	Heterodontus	portusjacksoni	37007001	1	AD	Passing			
CL4-4	54	CL4-4_L7_GX010013_1.MP4	189628	CL4-4_R7_GX010016_1.MP4	188300	52.72701	60	50.34658	481.50093	5.79629	19.75381	1702.75599	23.35789	49.18887	7.06769	-628.94210	245.33274	-1563.20877	Sparidae	Chrysophrys	auratus	37353001	1	AD	Passing			
CL4-4	55	CL4-4_L7_GX010013_1.MP4	189933	CL4-4_R7_GX010016_1.MP4	188605	52.81182	60	50.43139	630.50217	23.44412	17.05611	4473.66776	16.89644	20.88301	18.44079	-1176.72425	553.11956	-4280.54693	Sparidae	Chrysophrys	auratus	37353001	1	AD	Passing			
CL4-4	56	CL4-4_L7_GX010013_1.MP4	190113	CL4-4_R7_GX010016_1.MP4	188785	52.86187	60	50.48144	745.25531	24.82852	7.28515	6153.07731	16.47585	10.53675	14.05745	-638.99778	1623.88203	-5900.42789	Sparidae	Chrysophrys	auratus	37353001	1	AD	Passing			
CL4-4	57	CL4-4_L7_GX010013_1.MP4	190302	CL4-4_R7_GX010016_1.MP4	188974	52.91442	60	50.53399	533.46630	1.49077	16.64514	1197.62758	12.86471	14.72291	44.62572	-240.18339	115.82276	-1167.56535	Sparidae	Chrysophrys	auratus	37353001	1	AD	Passing			
CL4-4	58	CL4-4_L7_GX010013_1.MP4	190314	CL4-4_R7_GX010016_1.MP4	188986	52.91776	60	50.53733	616.09196	2.08188	3.93344	1459.48634	11.67389	10.63022	19.05504	196.20723	220.71030	-1429.29705	Sparidae	Chrysophrys	auratus	37353001	1	AD	Passing			
CL4-4	59	CL4-4_L7_GX010013_1.MP4	193295	CL4-4_R7_GX010016_1.MP4	191967	53.74664	60	51.36621	653.70569	9.43101	4.80280	3869.72795	12.34284	2.19702	24.47723	801.50584	204.55353	-3780.28315	Sparidae	Chrysophrys	auratus	37353001	1	AD	Passing			
CL4-5	1	CL4-5_L5_GX010014_1.MP4	14924	CL4-5_R5_GX010018_1.MP4	18698	4.14969	60	1.51234	55.43575	4.23064	4.10194	2459.36762	14.13021	2.65447	14.57547	538.46015	265.58768	-2384.95555	Plesiopidae	Trachinops	noarlungae	37316017	3	AD	Passing			
CL4-5	2	CL4-5_L5_GX010014_1.MP4	14924	CL4-5_R5_GX010018_1.MP4	18698	4.14969	60	1.51234	51.26225	4.67633	6.17662	2393.44361	15.65859	8.70966	21.08117	584.25323	275.61942	-2304.61589	Plesiopidae	Trachinops	noarlungae	37316017	3	AD	Passing			
CL4-5	3	CL4-5_L5_GX010014_1.MP4	14924	CL4-5_R5_GX010018_1.MP4	18698	4.14969	60	1.51234	48.35451	4.35165	6.92215	2367.66420	16.89503	6.99781	27.19044	609.97124	318.43517	-2265.47300	Plesiopidae	Trachinops	noarlungae	37316017	3	AD	Passing			
CL4-5	4	CL4-5_L5_GX010014_1.MP4	15763	CL4-5_R5_GX010018_1.MP4	19537	4.38298	60	1.74563	52.79879	4.51931	4.23624	1844.19220	33.03354	43.60442	2.65448	-866.75330	509.32846	-1546.08154	Plesiopidae	Trachinops	noarlungae	37316017	3	AD	Passing			
CL4-5	5	CL4-5_L5_GX010014_1.MP4	15763	CL4-5_R5_GX010018_1.MP4	19537	4.38298	60	1.74563	45.27476	4.08401	3.11073	1753.43866	33.39054	46.54823	7.92164	-867.82292	422.01165	-1464.01390	Plesiopidae	Trachinops	noarlungae	37316017	3	AD	Passing			
CL4-5	6	CL4-5_L5_GX010014_1.MP4	15813	CL4-5_R5_GX010018_1.MP4	19587	4.39688	60	1.75953	63.23627	4.24644	2.70673	1725.10803	34.77887	69.05865	7.91139	-877.29968	445.69142	-1416.93406	Plesiopidae	Trachinops	noarlungae	37316017	1	AD	Passing			
CL4-5	7	CL4-5_L5_GX010014_1.MP4	15813	CL4-5_R5_GX010018_1.MP4	19587	4.39688	60	1.75953	60.91548	5.60791	2.23224	1732.82050	30.48915	86.36081	2.86421	-789.67424	386.50960	-1493.21526	Plesiopidae	Trachinops	noarlungae	37316017	1	AD	Passing			
CL4-5	8	CL4-5_L5_GX010014_1.MP4	16138	CL4-5_R5_GX010018_1.MP4	19912	4.48725	60	1.84990	54.63616	4.87351	5.96552	2151.39607	24.57097	14.30622	4.20094	-723.10229	526.70726	-1956.58058	Plesiopidae	Trachinops	noarlungae	37316017	3	AD	Passing			
CL4-5	9	CL4-5_L5_GX010014_1.MP4	16138	CL4-5_R5_GX010018_1.MP4	19912	4.48725	60	1.84990	56.31425	4.57492	4.95061	2362.95830	20.70879	2.75405	6.16837	-648.74527	526.62351	-2210.28713	Plesiopidae	Trachinops	noarlungae	37316017	3	AD	Passing			
CL4-5	10	CL4-5_L5_GX010014_1.MP4	17561	CL4-5_R5_GX010018_1.MP4	21335	4.88292	60	2.24557	48.42830	2.89198	2.92845	1832.92643	25.24748	7.43757	42.12226	-722.26082	299.24007	-1657.83413	Plesiopidae	Trachinops	noarlungae	37316017	3	AD	Passing			
CL4-5	11	CL4-5_L5_GX010014_1.MP4	17561	CL4-5_R5_GX010018_1.MP4	21335	4.88292	60	2.24557	44.94961	3.30029	5.08263	2009.88088	26.01639	1.50774	43.11431	-809.11875	350.04076	-1806.21689	Plesiopidae	Trachinops	noarlungae	37316017	1	AD	Passing			
CL4-5	12	CL4-5_L5_GX010014_1.MP4	17561	CL4-5_R5_GX010018_1.MP4	21335	4.88292	60	2.24557	49.92931	4.05013	1.98100	1736.47642	25.99904	27.61623	13.36366	-670.82771	359.73349	-1560.74737	Plesiopidae	Trachinops	noarlungae	37316017	1	AD	Passing			
CL4-5	13	CL4-5_L5_GX010014_1.MP4	17561	CL4-5_R5_GX010018_1.MP4	21335	4.88292	60	2.24557	48.46830	3.02159	1.60801	1875.41497	28.34905	4.16622	39.03104	-828.49449	326.54640	-1650.49860	Plesiopidae	Trachinops	noarlungae	37316017	3	AD	Passing			
CL4-5	14	CL4-5_L5_GX010014_1.MP4	17641	CL4-5_R5_GX010018_1.MP4	21415	4.90517	60	2.26782	48.99067	3.29515	3.47228	1960.88492	30.15777	6.87580	37.79693	-904.37951	390.57550	-1695.46989	Plesiopidae	Trachinops	noarlungae	37316017	1	AD	Passing			
CL4-5	15	CL4-5_L5_GX010014_1.MP4	18250	CL4-5_R5_GX010018_1.MP4	22024	5.07450	60	2.43715	50.21115	1.54271	2.25091	1817.99402	6.69623	1.04275	13.93387	25.21520	210.48285	-1805.59226	Plesiopidae	Trachinops	noarlungae	37316017	1	AD	Passing			
CL4-5	16	CL4-5_L5_GX010014_1.MP4	18250	CL4-5_R5_GX010018_1.MP4	22024	5.07450	60	2.43715	54.39556	4.99437	2.79852	1737.54056	10.32209	31.11081	22.84221	-291.45768	109.46260	-1709.42024	Plesiopidae	Trachinops	noarlungae	37316017	1	AD	Passing			
CL4-5	17	CL4-5_L5_GX010014_1.MP4	18563	CL4-5_R5_GX010018_1.MP4	22337	5.16153	60	2.52418	59.91862	4.80147	2.75732	1741.91421	10.25398	26.45646	0.23376	-303.26679	64.65128	-1714.09293	Plesiopidae	Trachinops	noarlungae	37316017	1	AD	Passing			
CL4-5	18	CL4-5_L5_GX010014_1.MP4	18563	CL4-5_R5_GX010018_1.MP4	22337	5.16153	60	2.52418	58.87474	4.95669	2.67474	1719.55756	8.26383	28.34974	0.65251	-243.99131	-39.41597	-1701.70292	Plesiopidae	Trachinops	noarlungae	37316017	1	AD	Passing			
CL4-5	19	CL4-5_L5_GX010014_1.MP4	18689	CL4-5_R5_GX010018_1.MP4	22463	5.19657	60	2.55922	61.04876	4.12523	4.71756	1714.29659	13.90077	24.48712	16.64769	-316.58168	263.42344	-1664.09042	Plesiopidae	Trachinops	noarlungae	37316017	1	AD	Passing			
CL4-5	20	CL4-5_L5_GX010014_1.MP4	18689	CL4-5_R5_GX010018_1.MP4	22463	5.19657	60	2.55922	54.17000	4.21258	4.92576	1999.31210	23.15094	22.81506	41.27247	-709.41396	338.51011	-1838.31216	Plesiopidae	Trachinops	noarlungae	37316017	1	AD	Passing			
CL4-5	21	CL4-5_L5_GX010014_1.MP4	19230	CL4-5_R5_GX010018_1.MP4	23004	5.34700	60	2.70965	48.48484	3.97723	2.15955	1819.20693	15.73266	19.04626	2.43377	450.21192	201.57113	-1751.05459	Plesiopidae	Trachinops	noarlungae	37316017	3	AD	Passing			
CL4-5	22	CL4-5_L5_GX010014_1.MP4	19230	CL4-5_R5_GX010018_1.MP4	23004	5.34700	60	2.70965	59.01257	5.40964	2.24156	1657.75140	9.68205	36.80423	7.22586	233.72974	151.98894	-1634.13875	Plesiopidae	Trachinops	noarlungae	37316017	1	AD	Passing			
CL4-5	23	CL4-5_L5_GX010014_1.MP4	19230	CL4-5_R5_GX010018_1.MP4	23004	5.34700	60	2.70965	53.83354	4.75839	2.61951	1532.83599	10.76693	36.80998	0.33868	-213.51392	190.81765	-1505.85079	Plesiopidae	Trachinops	noarlungae	37316017	1	AD	Passing			
CL4-5	24	CL4-5_L5_GX010014_1.MP4	19252	CL4-5_R5_GX010018_1.MP4	23026	5.35311	60	2.71576	41.44256	1.75575	1.70467	1614.68518	9.82402	1.31981	1.32354	231.29591	149.67774	-1591.00817	Plesiopidae	Trachinops	noarlungae	37316017	1	AD	Passing			
CL4-5	25	CL4-5_L5_GX010014_1.MP4	19252	CL4-5_R5_GX010018_1.MP4	23026	5.35311	60	2.71576	46.55813	3.36037	2.41564	1462.69733	8.99726	26.69099	0.78332	159.44337	164.02151	-1444.70005	Plesiopidae	Trachinops	noarlungae	37316017	1	AD	Passing			
CL4-5	26	CL4-5_L5_GX010014_1.MP4	25307	CL4-5_R5_GX010018_1.MP4	29081	7.03674	60	4.39939	180.82750	15.06482	6.84748	3408.17841	11.75480	22.49588	1.63901	693.34956	-36.83215	-3336.70344	Labridae	Pictilabrus	laticlavius	37384020	1	AD	Passing			
CL4-5	27	CL4-5_L5_GX010014_1.MP4	31060	CL4-5_R5_GX010018_1.MP4	34834	8.63639	60	5.99904	377.40805	35.21491	5.96059	5954.06144	15.14970	19.73130	32.07541	-621.53699	1426.52372	-5747.13576	Labridae	Bodianus	frenchii	37384057	1	AD	Passing			
CL4-5	28	CL4-5_L5_GX010014_1.MP4	32497	CL4-5_R5_GX010018_1.MP4	36271	9.03595	60	6.39860	302.47850	13.38997	3.72818	2472.96598	10.93946	41.80197	4.43804	-433.08577	180.77118	-2428.02785	Labridae	Olisthops	cyanomelas	37385001	1	AD	Passing			
CL4-5	29	CL4-5_L5_GX010014_1.MP4	33742	CL4-5_R5_GX010018_1.MP4	37516	9.38213	60	6.74478	265.57515	5.21276	1.32760	1511.89334	6.07713	50.08339	29.57490	138.66874	-79.93823	-1503.39693	Monacanthidae	Meuschenia	flavolineata	37465035	1	AD	Passing			
CL4-5	30	CL4-5_L5_GX010014_1.MP4	34414	CL4-5_R5_GX010018_1.MP4	38188	9.56898	60	6.93163	226.69272	4.35200	3.55552	1977.41659	16.47238	19.22826	23.11431	498.28388	-257.10020	-1896.25658	Monacanthidae	Meuschenia	flavolineata	37465035	1	AD	Passing			
CL4-5	34	CL4-5_L5_GX010014_1.MP4	60910	CL4-5_R5_GX010018_1.MP4	64684	16.93633	60	14.29898	71.51469	2.12300	3.72292	1512.08247	16.41980	11.88329	38.38296	-346.73271	-249.93677	-1450.41423	Labridae	Austrolabrus	maculatus	37384025	1	AD	Passing			
CL4-5	35	CL4-5_L5_GX010014_1.MP4	72926	CL4-5_R5_GX010018_1.MP4	76700	20.27744	60	17.64009	414.04789	3.49348	3.12850	2434.58407	8.57519	1.36263	12.09719	357.22547	64.56821	-2407.36796	Cheilodactylidae	Nemadactylus	valenciennesi	37377004	1	AD	Passing			
CL4-5	36	CL4-5_L5_GX010014_1.MP4	79058	CL4-5_R5_GX010018_1.MP4	82832	21.98247	60	19.34512	386.19254	2.28265	2.62730	1249.14294	10.50185	22.53303	3.76570	-159.53804	-162.43402	-1228.21858	Labridae	Coris	auricularis	37384088	1	AD	Passing			
CL4-5	37	CL4-5_L5_GX010014_1.MP4	80026	CL4-5_R5_GX010018_1.MP4	83800	22.25163	60	19.61428	80.42733	4.68453	3.14565	1960.17305	1.89114	24.52159	35.66715	-24.17131	-60.00121	-1959.10541	Labridae	Coris	auricularis	37384088	1	AD	Passing			
CL4-5	38	CL4-5_L5_GX010014_1.MP4	80431	CL4-5_R5_GX010018_1.MP4	84205	22.36424	60	19.72689	354.78596	18.45334	6.79857	3091.03156	8.08701	44.97380	35.58598	-233.42468	366.87244	-3060.29306	Labridae	Coris	auricularis	37384088	1	AD	Passing			
